#locus_id	contig	start	stop	annotation
cds1807	gi|16763390|ref|NC_003197.1|	1950129	1950368	ID=cds1807;Name=NP_460807.1;Parent=gene1863;Dbxref=Genbank:NP_460807.1,GeneID:1253370;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460807.1;transl_table=11;strand=+
cds1808	gi|16763390|ref|NC_003197.1|	1950479	1950670	ID=cds1808;Name=NP_460808.1;Parent=gene1864;Dbxref=Genbank:NP_460808.1,GeneID:1253371;gbkey=CDS;gene=yebW;product=inner membrane lipoprotein;protein_id=NP_460808.1;transl_table=11;strand=+
cds1809	gi|16763390|ref|NC_003197.1|	1950689	1951339	ID=cds1809;Name=NP_460809.1;Parent=gene1865;Note=Plays a key role in signaling protein misfolding via the cpxR%2FcpxA transducing system%3B modulates the phosphorylated status of many phosphoproteins;Dbxref=Genbank:NP_460809.1,GeneID:1253372;gbkey=CDS;gene=pphA;product=serine%2Fthreonine-protein phosphatase 1;protein_id=NP_460809.1;transl_table=11;strand=-
cds1810	gi|16763390|ref|NC_003197.1|	1951563	1951727	ID=cds1810;Name=NP_460810.1;Parent=gene1866;Dbxref=Genbank:NP_460810.1,GeneID:1253373;gbkey=CDS;product=inner membrane protein;protein_id=NP_460810.1;transl_table=11;strand=-
cds1811	gi|16763390|ref|NC_003197.1|	1952012	1952734	ID=cds1811;Name=NP_460811.1;Parent=gene1867;Note=SopE2%3B invasion-associated protein%3B secreted by SPI-1%3B interacts with chaperone InvB%3B guanine nucleotide exchange factor for Cdc42%3B activates Cdc42 which results in actin cytoskeleton rearrangements and internalization;Dbxref=Genbank:NP_460811.1,GeneID:1253374;gbkey=CDS;gene=sopE2;product=guanine nucleotide exchange factor sopE2;protein_id=NP_460811.1;transl_table=11;strand=-
cds1812	gi|16763390|ref|NC_003197.1|	1953418	1953813	ID=cds1812;Name=NP_460812.1;Parent=gene1868;Dbxref=Genbank:NP_460812.1,GeneID:1253375;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460812.1;transl_table=11;strand=+
cds1813	gi|16763390|ref|NC_003197.1|	1954143	1954619	ID=cds1813;Name=NP_945162.1;Parent=gene1869;Dbxref=Genbank:NP_945162.1,GeneID:2673765;gbkey=CDS;product=hypothetical protein;protein_id=NP_945162.1;transl_table=11;strand=+
cds1814	gi|16763390|ref|NC_003197.1|	1955007	1955426	ID=cds1814;Name=NP_460813.1;Parent=gene1870;Dbxref=Genbank:NP_460813.1,GeneID:1253376;gbkey=CDS;product=acetyltransferase;protein_id=NP_460813.1;transl_table=11;strand=-
cds1815	gi|16763390|ref|NC_003197.1|	1955796	1956065	ID=cds1815;Name=NP_460814.1;Parent=gene1871;Dbxref=Genbank:NP_460814.1,GeneID:1253377;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460814.1;transl_table=11;strand=+
cds1816	gi|16763390|ref|NC_003197.1|	1956198	1956371	ID=cds1816;Name=NP_460815.2;Parent=gene1872;Dbxref=Genbank:NP_460815.2,GeneID:1253378;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460815.2;transl_table=11;strand=+
cds1817	gi|16763390|ref|NC_003197.1|	1959507	1960421	ID=cds1817;Name=NP_460818.1;Parent=gene1875;Note=PagO protein %28SW:PAGO_SALTY%29%3B PhoPQ-activated gene;Dbxref=Genbank:NP_460818.1,GeneID:1253381;gbkey=CDS;gene=pagO;product=integral membrane protein;protein_id=NP_460818.1;transl_table=11;strand=+
cds1818	gi|16763390|ref|NC_003197.1|	1960554	1960712	ID=cds1818;Name=NP_460819.1;Parent=gene1876;Dbxref=Genbank:NP_460819.1,GeneID:1253382;gbkey=CDS;product=inner membrane protein;protein_id=NP_460819.1;transl_table=11;strand=+
cds1819	gi|16763390|ref|NC_003197.1|	1960722	1961336	ID=cds1819;Name=NP_460820.1;Parent=gene1877;Dbxref=Genbank:NP_460820.1,GeneID:1253383;gbkey=CDS;product=inner membrane protein;protein_id=NP_460820.1;transl_table=11;strand=+
cds1820	gi|16763390|ref|NC_003197.1|	1963179	1963379	ID=cds1820;Name=NP_460822.1;Parent=gene1880;Note=PhoPQ-activated gene;Dbxref=Genbank:NP_460822.1,GeneID:1253386;gbkey=CDS;gene=pagK;product=PhoPQ-activated protein;protein_id=NP_460822.1;transl_table=11;strand=+
cds1821	gi|16763390|ref|NC_003197.1|	1963476	1964357	ID=cds1821;Name=NP_460823.1;Parent=gene1881;Note=phage tail assembly protein;Dbxref=Genbank:NP_460823.1,GeneID:1253387;gbkey=CDS;gene=mig-3;product=phage-tail assembly-like protein;protein_id=NP_460823.1;transl_table=11;strand=-
cds1822	gi|16763390|ref|NC_003197.1|	1964512	1964775	ID=cds1822;Name=NP_945163.1;Parent=gene1882;Dbxref=Genbank:NP_945163.1,GeneID:2673772;gbkey=CDS;product=hypothetical protein;protein_id=NP_945163.1;transl_table=11;strand=-
cds1823	gi|16763390|ref|NC_003197.1|	1965083	1965250	ID=cds1823;Name=NP_460824.1;Parent=gene1883;Dbxref=Genbank:NP_460824.1,GeneID:1253388;gbkey=CDS;product=lytic enzyme;protein_id=NP_460824.1;transl_table=11;strand=+
cds1824	gi|16763390|ref|NC_003197.1|	1965507	1966040	ID=cds1824;Name=NP_460825.1;Parent=gene1884;Dbxref=Genbank:NP_460825.1,GeneID:1253389;gbkey=CDS;product=phage-tail assembly-like protein;protein_id=NP_460825.1;transl_table=11;strand=-
cds1825	gi|16763390|ref|NC_003197.1|	1966094	1966381	ID=cds1825;Name=NP_460826.1;Parent=gene1885;Dbxref=Genbank:NP_460826.1,GeneID:1253390;gbkey=CDS;product=hypothetical protein;protein_id=NP_460826.1;transl_table=11;strand=-
cds1826	gi|16763390|ref|NC_003197.1|	1966514	1967008	ID=cds1826;Name=NP_460827.1;Parent=gene1886;Dbxref=Genbank:NP_460827.1,GeneID:1253391;gbkey=CDS;product=hypothetical protein;protein_id=NP_460827.1;transl_table=11;strand=+
cds1827	gi|16763390|ref|NC_003197.1|	1968119	1968238	ID=cds1827;Name=NP_460829.1;Parent=gene1887;Dbxref=Genbank:NP_460829.1,GeneID:1253393;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460829.1;transl_table=11;strand=-
cds1828	gi|16763390|ref|NC_003197.1|	1968296	1968649	ID=cds1828;Name=NP_460830.1;Parent=gene1888;Note=periplasmic protein;Dbxref=Genbank:NP_460830.1,GeneID:1253394;gbkey=CDS;product=hypothetical protein;protein_id=NP_460830.1;transl_table=11;strand=-
cds1829	gi|16763390|ref|NC_003197.1|	1968666	1969541	ID=cds1829;Name=NP_460831.1;Parent=gene1889;Dbxref=Genbank:NP_460831.1,GeneID:1253395;gbkey=CDS;product=inner membrane protein;protein_id=NP_460831.1;transl_table=11;strand=-
cds1830	gi|16763390|ref|NC_003197.1|	1969542	1969916	ID=cds1830;Name=NP_460832.1;Parent=gene1890;Dbxref=Genbank:NP_460832.1,GeneID:1253396;gbkey=CDS;product=hypothetical protein;protein_id=NP_460832.1;transl_table=11;strand=-
cds1831	gi|16763390|ref|NC_003197.1|	1970054	1970284	ID=cds1831;Name=NP_460833.1;Parent=gene1891;Dbxref=Genbank:NP_460833.1,GeneID:1253397;gbkey=CDS;gene=holE;product=DNA polymerase III subunit theta;protein_id=NP_460833.1;transl_table=11;strand=+
cds1832	gi|16763390|ref|NC_003197.1|	1970392	1971048	ID=cds1832;Name=NP_460834.1;Parent=gene1892;Dbxref=Genbank:NP_460834.1,GeneID:1253398;gbkey=CDS;product=amidohydrolase;protein_id=NP_460834.1;transl_table=11;strand=+
cds1833	gi|16763390|ref|NC_003197.1|	1971072	1971770	ID=cds1833;Name=NP_460835.1;Parent=gene1893;Note=3%27-5%27 exonuclease activity on single or double-strand DNA;Dbxref=Genbank:NP_460835.1,GeneID:1253399;gbkey=CDS;gene=exoX;product=exodeoxyribonuclease X;protein_id=NP_460835.1;transl_table=11;strand=+
cds1834	gi|16763390|ref|NC_003197.1|	1971805	1973856	ID=cds1834;Name=NP_460836.1;Parent=gene1894;Note=PtrB%3B oligopeptidase that cleaves peptide bonds following arginine and lysine residues;Dbxref=Genbank:NP_460836.1,GeneID:1253400;gbkey=CDS;gene=ptrB;product=protease 2;protein_id=NP_460836.1;transl_table=11;strand=-
cds1835	gi|16763390|ref|NC_003197.1|	1974069	1974728	ID=cds1835;Name=NP_460837.1;Parent=gene1895;Dbxref=Genbank:NP_460837.1,GeneID:1253401;gbkey=CDS;gene=yebE;product=inner membrane protein;protein_id=NP_460837.1;transl_table=11;strand=-
cds1836	gi|16763390|ref|NC_003197.1|	1974822	1975175	ID=cds1836;Name=NP_460838.1;Parent=gene1896;Note=secreted protein%3B unknown function;Dbxref=Genbank:NP_460838.1,GeneID:1253402;gbkey=CDS;product=hypothetical protein;protein_id=NP_460838.1;transl_table=11;strand=-
cds1837	gi|16763390|ref|NC_003197.1|	1975243	1975533	ID=cds1837;Name=NP_460839.1;Parent=gene1897;Note=in SOS regulon%3B dependent on cyclic AMP and H-NS;Dbxref=Genbank:NP_460839.1,GeneID:1253403;gbkey=CDS;gene=yebG;product=DNA damage-inducible protein;protein_id=NP_460839.1;transl_table=11;strand=-
cds1838	gi|16763390|ref|NC_003197.1|	1975664	1976842	ID=cds1838;Name=NP_460840.1;Parent=gene1898;Note=non-folate utilizing enzyme%2C catalyzes the production of beta-formyl glycinamide ribonucleotide from formate%2C ATP%2C and beta-GAR and a side reaction producing acetyl phosphate and ADP from acetate and ATP%3B involved in de novo purine biosynthesis;Dbxref=Genbank:NP_460840.1,GeneID:1253404;gbkey=CDS;gene=purT;product=phosphoribosylglycinamide formyltransferase 2;protein_id=NP_460840.1;transl_table=11;strand=+
cds1839	gi|16763390|ref|NC_003197.1|	1976942	1977583	ID=cds1839;Name=NP_460841.1;Parent=gene1899;Note=catalyzes the formation of pyruvate and glyoxylate from 4-hydroxy-2-oxoglutarate%3B or pyruvate and D-glyceraldehyde 3-phosphate from 2-dehydro-3-deoxy-D-glyconate 6-phosphate;Dbxref=Genbank:NP_460841.1,GeneID:1253405;gbkey=CDS;gene=eda;product=keto-hydroxyglutarate-aldolase%2Fketo-deoxy-phosphogluconate aldolase;protein_id=NP_460841.1;transl_table=11;strand=-
cds1840	gi|16763390|ref|NC_003197.1|	1977621	1979432	ID=cds1840;Name=NP_460842.1;Parent=gene1900;Note=catalyzes the formation of 2-dehydro-3-deoxy-6-phospho-D-gluconate from 6-phospho-D-gluconate;Dbxref=Genbank:NP_460842.1,GeneID:1253406;gbkey=CDS;gene=edd;product=phosphogluconate dehydratase;protein_id=NP_460842.1;transl_table=11;strand=-
cds1841	gi|16763390|ref|NC_003197.1|	1979667	1981142	ID=cds1841;Name=NP_460843.1;Parent=gene1901;Note=catalyzes the formation of D-glucono-1%2C5-lactone 6-phosphate from D-glucose 6-phosphate;Dbxref=Genbank:NP_460843.1,GeneID:1253407;gbkey=CDS;gene=zwf;product=glucose-6-phosphate 1-dehydrogenase;protein_id=NP_460843.1;transl_table=11;strand=-
cds1842	gi|16763390|ref|NC_003197.1|	1981484	1982353	ID=cds1842;Name=NP_460844.1;Parent=gene1902;Note=Represses the expression of the zwf%2C eda%2C glp and gap;Dbxref=Genbank:NP_460844.1,GeneID:1253408;gbkey=CDS;gene=yebK;product=DNA-binding transcriptional regulator HexR;protein_id=NP_460844.1;transl_table=11;strand=+
cds1843	gi|16763390|ref|NC_003197.1|	1982477	1983919	ID=cds1843;Name=NP_460845.1;Parent=gene1903;Note=catalyzes the formation of phosphoenolpyruvate from pyruvate;Dbxref=Genbank:NP_460845.1,GeneID:1253409;gbkey=CDS;gene=pykA;product=pyruvate kinase;protein_id=NP_460845.1;transl_table=11;strand=+
cds1844	gi|16763390|ref|NC_003197.1|	1983992	1984963	ID=cds1844;Name=NP_460846.1;Parent=gene1904;Note=Transfers myristate or laurate%2C activated on ACP%2C to the lipid IVA moiety of %28KDO%292-%28lauroyl%29-lipid IVA;Dbxref=Genbank:NP_460846.1,GeneID:1253410;gbkey=CDS;gene=msbB;product=myristoyl %28ACP%29-dependent acyltransferase;protein_id=NP_460846.1;transl_table=11;strand=-
cds1845	gi|16763390|ref|NC_003197.1|	1985080	1986399	ID=cds1845;Name=NP_460847.1;Parent=gene1905;Dbxref=Genbank:NP_460847.1,GeneID:1253411;gbkey=CDS;gene=yebA;product=murein DD-endopeptidase;protein_id=NP_460847.1;transl_table=11;strand=-
cds1846	gi|16763390|ref|NC_003197.1|	1986415	1987359	ID=cds1846;Name=NP_460848.2;Parent=gene1906;Note=involved in transport of zinc%28II%29 with ZnuA and C;Dbxref=Genbank:NP_460848.2,GeneID:1253412;gbkey=CDS;gene=znuA;product=zinc ABC transporter substrate-binding protein ZnuA;protein_id=NP_460848.2;transl_table=11;strand=-
cds1847	gi|16763390|ref|NC_003197.1|	1987438	1988193	ID=cds1847;Name=NP_460849.2;Parent=gene1907;Note=involved in transport of zinc%28II%29 with ZnuA and C;Dbxref=Genbank:NP_460849.2,GeneID:1253413;gbkey=CDS;gene=znuC;product=zinc ABC transporter ATP-binding protein ZnuC;protein_id=NP_460849.2;transl_table=11;strand=+
cds1848	gi|16763390|ref|NC_003197.1|	1988190	1988975	ID=cds1848;Name=NP_460850.1;Parent=gene1908;Note=involved in transport of zinc%28II%29 with ZnuA and C;Dbxref=Genbank:NP_460850.1,GeneID:1253414;gbkey=CDS;gene=znuB;product=zinc ABC transporter permease ZnuB;protein_id=NP_460850.1;transl_table=11;strand=+
cds1849	gi|16763390|ref|NC_003197.1|	1989054	1990064	ID=cds1849;Name=NP_460851.1;Parent=gene1909;Note=promotes strand exchange during homologous recombination%3B RuvAB complex promotes branch migration%3B RuvABC complex scans the DNA during branch migration and resolves Holliday junctions at consensus sequences%3B forms hexameric rings around opposite DNA arms%3B requires ATP for branch migration and orientation of RuvAB complex determines direction of migration;Dbxref=Genbank:NP_460851.1,GeneID:1253415;gbkey=CDS;gene=ruvB;product=Holliday junction ATP-dependent DNA helicase RuvB;protein_id=NP_460851.1;transl_table=11;strand=-
cds1850	gi|16763390|ref|NC_003197.1|	1990073	1990684	ID=cds1850;Name=NP_460852.1;Parent=gene1910;Note=plays an essential role in ATP-dependent branch migration of the Holliday junction;Dbxref=Genbank:NP_460852.1,GeneID:1253416;gbkey=CDS;gene=ruvA;product=Holliday junction ATP-dependent DNA helicase RuvA;protein_id=NP_460852.1;transl_table=11;strand=-
cds1851	gi|16763390|ref|NC_003197.1|	1991104	1992000	ID=cds1851;Name=NP_460853.1;Parent=gene1911;Dbxref=Genbank:NP_460853.1,GeneID:1253417;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460853.1;transl_table=11;strand=+
cds1852	gi|16763390|ref|NC_003197.1|	1992627	1993226	ID=cds1852;Name=NP_460854.1;Parent=gene1912;Dbxref=Genbank:NP_460854.1,GeneID:1253418;gbkey=CDS;gene=yebB;product=periplasmic protein;protein_id=NP_460854.1;transl_table=11;strand=+
cds1853	gi|16763390|ref|NC_003197.1|	1993228	1993749	ID=cds1853;Name=NP_460855.1;Parent=gene1913;Note=endonuclease%3B resolves Holliday structures%3B forms a complex of RuvABC%3B the junction binding protein RuvA forms a hexameric ring along with the RuvB helicase and catalyzes branch migration%3B RuvC then interacts with RuvAB to resolve the Holliday junction by nicking DNA strands of like polarity;Dbxref=Genbank:NP_460855.1,GeneID:1253419;gbkey=CDS;gene=ruvC;product=crossover junction endodeoxyribonuclease RuvC;protein_id=NP_460855.1;transl_table=11;strand=-
cds1854	gi|16763390|ref|NC_003197.1|	1993786	1994526	ID=cds1854;Name=NP_460856.1;Parent=gene1914;Dbxref=Genbank:NP_460856.1,GeneID:1253420;gbkey=CDS;gene=yebC;product=transcriptional regulator;protein_id=NP_460856.1;transl_table=11;strand=-
cds1855	gi|16763390|ref|NC_003197.1|	1994556	1995008	ID=cds1855;Name=NP_460857.1;Parent=gene1915;Note=converts dATP to dAMP and pyrophosphate;Dbxref=Genbank:NP_460857.1,GeneID:1253421;gbkey=CDS;gene=ntpA;product=dATP pyrophosphohydrolase;protein_id=NP_460857.1;transl_table=11;strand=-
cds1856	gi|16763390|ref|NC_003197.1|	1995111	1996883	ID=cds1856;Name=NP_460858.1;Parent=gene1916;Note=catalyzes a two-step reaction%2C first charging an aspartate molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA%3B contains discriminating and non-discriminating subtypes;Dbxref=Genbank:NP_460858.1,GeneID:1253422;gbkey=CDS;gene=aspS;product=aspartate--tRNA ligase;protein_id=NP_460858.1;transl_table=11;strand=-
cds1857	gi|16763390|ref|NC_003197.1|	1997208	1997774	ID=cds1857;Name=NP_460859.1;Parent=gene1917;Dbxref=Genbank:NP_460859.1,GeneID:1253423;gbkey=CDS;gene=yecD;product=isochorismatase;protein_id=NP_460859.1;transl_table=11;strand=+
cds1858	gi|16763390|ref|NC_003197.1|	1997771	1998589	ID=cds1858;Name=NP_460860.1;Parent=gene1918;Dbxref=Genbank:NP_460860.1,GeneID:1253424;gbkey=CDS;gene=yecE;product=cytoplasmic protein;protein_id=NP_460860.1;transl_table=11;strand=+
cds1859	gi|16763390|ref|NC_003197.1|	1998642	1999037	ID=cds1859;Name=NP_460861.1;Parent=gene1919;Dbxref=Genbank:NP_460861.1,GeneID:1253425;gbkey=CDS;gene=yecN;product=inner membrane protein;protein_id=NP_460861.1;transl_table=11;strand=+
cds1860	gi|16763390|ref|NC_003197.1|	1999078	1999821	ID=cds1860;Name=NP_460862.1;Parent=gene1920;Dbxref=Genbank:NP_460862.1,GeneID:1253426;gbkey=CDS;gene=yecO;product=tRNA %28cmo5U34%29-methyltransferase;protein_id=NP_460862.1;transl_table=11;strand=+
cds1861	gi|16763390|ref|NC_003197.1|	1999818	2000789	ID=cds1861;Name=NP_460863.1;Parent=gene1921;Dbxref=Genbank:NP_460863.1,GeneID:1253427;gbkey=CDS;gene=yecP;product=tRNA %28mo5U34%29-methyltransferase;protein_id=NP_460863.1;transl_table=11;strand=+
cds1862	gi|16763390|ref|NC_003197.1|	2001025	2001771	ID=cds1862;Name=NP_460864.1;Parent=gene1922;Dbxref=Genbank:NP_460864.1,GeneID:1253428;gbkey=CDS;gene=cutC;product=copper homeostasis protein CutC;protein_id=NP_460864.1;transl_table=11;strand=-
cds1863	gi|16763390|ref|NC_003197.1|	2001791	2002360	ID=cds1863;Name=NP_460865.1;Parent=gene1923;Dbxref=Genbank:NP_460865.1,GeneID:1253429;gbkey=CDS;gene=yecM;product=cytoplasmic protein;protein_id=NP_460865.1;transl_table=11;strand=-
cds1864	gi|16763390|ref|NC_003197.1|	2002597	2004330	ID=cds1864;Name=NP_460866.1;Parent=gene1924;Note=catalyzes a two-step reaction%2C first charging an arginine molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA%3B class-I aminoacyl-tRNA synthetase;Dbxref=Genbank:NP_460866.1,GeneID:1253430;gbkey=CDS;gene=argS;product=arginine--tRNA ligase;protein_id=NP_460866.1;transl_table=11;strand=+
cds1865	gi|16763390|ref|NC_003197.1|	2004519	2006390	ID=cds1865;Name=NP_460867.1;Parent=gene1925;Note=penicillin-binding protein 2%3B PBP-2 %28SW:PBP2_SALTY%29;Dbxref=Genbank:NP_460867.1,GeneID:1253431;gbkey=CDS;product=penicillin-binding protein;protein_id=NP_460867.1;transl_table=11;strand=+
cds1866	gi|16763390|ref|NC_003197.1|	2006444	2007583	ID=cds1866;Name=NP_460868.1;Parent=gene1926;Dbxref=Genbank:NP_460868.1,GeneID:1253432;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_460868.1;transl_table=11;strand=-
cds1867	gi|16763390|ref|NC_003197.1|	2007820	2008212	ID=cds1867;Name=NP_460869.1;Parent=gene1927;Note=flagellar protein FlhE %28SW:FLHE_SALTY%29;Dbxref=Genbank:NP_460869.1,GeneID:1253433;gbkey=CDS;gene=flhE;product=flagellar protein FlhE;protein_id=NP_460869.1;transl_table=11;strand=-
cds1868	gi|16763390|ref|NC_003197.1|	2008212	2010290	ID=cds1868;Name=NP_460870.1;Parent=gene1928;Note=membrane protein involved in the flagellar export apparatus;Dbxref=Genbank:NP_460870.1,GeneID:1253434;gbkey=CDS;gene=flhA;product=flagellar biosynthesis protein FlhA;protein_id=NP_460870.1;transl_table=11;strand=-
cds1869	gi|16763390|ref|NC_003197.1|	2010283	2011434	ID=cds1869;Name=NP_460871.1;Parent=gene1929;Note=membrane protein responsible for substrate specificity switching from rod%2Fhook-type export to filament-type export;Dbxref=Genbank:NP_460871.1,GeneID:1253435;gbkey=CDS;gene=flhB;product=flagellar biosynthesis protein FlhB;protein_id=NP_460871.1;transl_table=11;strand=-
cds1870	gi|16763390|ref|NC_003197.1|	2011628	2012272	ID=cds1870;Name=NP_460872.1;Parent=gene1930;Note=cytosolic phosphatase which functions in the chemotaxis signal transduction complex by controlling the level of phosphorylated CheY through dephosphorylation;Dbxref=Genbank:NP_460872.1,GeneID:1253436;gbkey=CDS;gene=cheZ;product=protein phosphatase CheZ;protein_id=NP_460872.1;transl_table=11;strand=-
cds1871	gi|16763390|ref|NC_003197.1|	2012283	2012672	ID=cds1871;Name=NP_460873.1;Parent=gene1931;Note=chemotaxis regulator that%2C when phosphorylated%2C interacts with the flagellar motor causing the flagella to spin clockwise which causes the cell to tumble;Dbxref=Genbank:NP_460873.1,GeneID:1253437;gbkey=CDS;gene=cheY;product=chemotaxis regulatory protein CheY;protein_id=NP_460873.1;transl_table=11;strand=-
cds1872	gi|16763390|ref|NC_003197.1|	2012690	2013739	ID=cds1872;Name=NP_460874.1;Parent=gene1932;Note=regulates chemotaxis by demethylation of methyl-accepting chemotaxis proteins;Dbxref=Genbank:NP_460874.1,GeneID:1253438;gbkey=CDS;gene=cheB;product=chemotaxis response regulator protein-glutamate methylesterase;protein_id=NP_460874.1;transl_table=11;strand=-
cds1873	gi|16763390|ref|NC_003197.1|	2013736	2014602	ID=cds1873;Name=NP_460875.1;Parent=gene1933;Note=methylates the MCP;Dbxref=Genbank:NP_460875.1,GeneID:1253439;gbkey=CDS;gene=cheR;product=chemotaxis protein methyltransferase;protein_id=NP_460875.1;transl_table=11;strand=-
cds1874	gi|16763390|ref|NC_003197.1|	2014756	2016417	ID=cds1874;Name=NP_460876.1;Parent=gene1934;Note=methyl-accepting chemotaxis protein II%3B MCP-II %28SW:MCP2_SALTY%29%3B aspartate sensor-receptor;Dbxref=Genbank:NP_460876.1,GeneID:1253440;gbkey=CDS;gene=cheM;product=methyl accepting chemotaxis protein II;protein_id=NP_460876.1;transl_table=11;strand=-
cds1875	gi|16763390|ref|NC_003197.1|	2016654	2017157	ID=cds1875;Name=NP_460877.1;Parent=gene1935;Note=chemotaxis protein CheW %28SW:CHEW_SALTY%29%3B regulation%3B couples CheA histidine kinase to transducers;Dbxref=Genbank:NP_460877.1,GeneID:1253441;gbkey=CDS;gene=cheW;product=chemotaxis protein CheW;protein_id=NP_460877.1;transl_table=11;strand=-
cds1876	gi|16763390|ref|NC_003197.1|	2017178	2019193	ID=cds1876;Name=NP_460878.1;Parent=gene1936;Note=chemotactic sensory histidine kinase in two-component regulatory system with CheB and CheY%3B sensory histidine kinase%2Fsignal sensing protein%3B CheA is the histidine kinase component;Dbxref=Genbank:NP_460878.1,GeneID:1253442;gbkey=CDS;gene=cheA;product=chemotaxis protein CheA;protein_id=NP_460878.1;transl_table=11;strand=-
cds1877	gi|16763390|ref|NC_003197.1|	2019198	2020127	ID=cds1877;Name=NP_460879.1;Parent=gene1937;Note=with MotA forms the ion channels that couple flagellar rotation to proton%2Fsodium motive force across the membrane and forms the stator elements of the rotary flagellar machine;Dbxref=Genbank:NP_460879.1,GeneID:1253443;gbkey=CDS;gene=motB;product=motility protein B;protein_id=NP_460879.1;transl_table=11;strand=-
cds1878	gi|16763390|ref|NC_003197.1|	2020124	2021011	ID=cds1878;Name=NP_460880.1;Parent=gene1938;Note=With MotB forms the ion channels that couple flagellar rotation to proton%2Fsodium motive force across the membrane and forms the stator elements of the rotary flagellar machine;Dbxref=Genbank:NP_460880.1,GeneID:1253444;gbkey=CDS;gene=motA;product=motility protein protein A;protein_id=NP_460880.1;transl_table=11;strand=-
cds1879	gi|16763390|ref|NC_003197.1|	2021136	2021714	ID=cds1879;Name=NP_460881.2;Parent=gene1939;Note=With FlhD is involved in the activation of class 2 flagellar genes and as well as a number of other genetic systems;Dbxref=Genbank:NP_460881.2,GeneID:1253445;gbkey=CDS;gene=flhC;product=transcriptional regulator FlhC;protein_id=NP_460881.2;transl_table=11;strand=-
cds1880	gi|16763390|ref|NC_003197.1|	2021717	2022067	ID=cds1880;Name=NP_460882.1;Parent=gene1940;Note=with FlhC is involved in the activation of class 2 flagellar genes and is involved in the regulation of a number of other genetic systems;Dbxref=Genbank:NP_460882.1,GeneID:1253446;gbkey=CDS;gene=flhD;product=transcriptional regulator FlhD;protein_id=NP_460882.1;transl_table=11;strand=-
cds1881	gi|16763390|ref|NC_003197.1|	2022854	2023282	ID=cds1881;Name=NP_460884.1;Parent=gene1941;Note=ppGpp-dependent%3B membrane-associated%2C stress protein produced under conditions of nutrient deprivation%2C osmotic shock and oxidative stress;Dbxref=Genbank:NP_460884.1,GeneID:1253448;gbkey=CDS;gene=yecG;product=universal stress protein C;protein_id=NP_460884.1;transl_table=11;strand=+
cds1882	gi|16763390|ref|NC_003197.1|	2023300	2024721	ID=cds1882;Name=NP_460885.1;Parent=gene1942;Dbxref=Genbank:NP_460885.1,GeneID:1253449;gbkey=CDS;gene=otsA;product=alpha%2Calpha-trehalose-phosphate synthase;protein_id=NP_460885.1;transl_table=11;strand=-
cds1883	gi|16763390|ref|NC_003197.1|	2024696	2025499	ID=cds1883;Name=NP_460886.1;Parent=gene1943;Note=biosynthetic%3B catalyzes the formation of trehalose and phosphate from trehalose-6-phosphate%3B expression is increased under osmotic stress and induced during the transition to stationary phase and by decreased temperature;Dbxref=Genbank:NP_460886.1,GeneID:1253450;gbkey=CDS;gene=otsB;product=trehalose-phosphate phosphatase;protein_id=NP_460886.1;transl_table=11;strand=-
cds1884	gi|16763390|ref|NC_003197.1|	2026132	2026689	ID=cds1884;Name=NP_460887.1;Parent=gene1945;Dbxref=Genbank:NP_460887.1,GeneID:1253452;gbkey=CDS;gene=araH;product=intracellular protease%2Famidase;protein_id=NP_460887.1;transl_table=11;strand=-
cds1885	gi|16763390|ref|NC_003197.1|	2027240	2027743	ID=cds1885;Name=NP_460888.1;Parent=gene1946;Dbxref=Genbank:NP_460888.1,GeneID:1253453;gbkey=CDS;gene=ftnB;product=ferritin-like protein;protein_id=NP_460888.1;transl_table=11;strand=+
cds1886	gi|16763390|ref|NC_003197.1|	2027922	2028560	ID=cds1886;Name=NP_460889.1;Parent=gene1947;Dbxref=Genbank:NP_460889.1,GeneID:1253454;gbkey=CDS;product=hypothetical protein;protein_id=NP_460889.1;transl_table=11;strand=-
cds1887	gi|16763390|ref|NC_003197.1|	2028816	2029151	ID=cds1887;Name=NP_460890.1;Parent=gene1948;Dbxref=Genbank:NP_460890.1,GeneID:1253455;gbkey=CDS;product=outer membrane lipoprotein;protein_id=NP_460890.1;transl_table=11;strand=+
cds1888	gi|16763390|ref|NC_003197.1|	2029391	2029888	ID=cds1888;Name=NP_460891.1;Parent=gene1949;Note=cytoplasmic iron storage protein;Dbxref=Genbank:NP_460891.1,GeneID:1253456;gbkey=CDS;gene=ftn;product=ferritin;protein_id=NP_460891.1;transl_table=11;strand=+
